Tên Chợ,Vĩ độ (Lat),Kinh độ (Lon),Loại dữ liệu,OSM ID
Chợ Hòn Đất,10.1871919,104.9254327,way,1207457559
Chợ Sóc Sơn,10.1213401,105.0144516,way,1209246897
Chợ (Không tên),10.7449092,106.6383233,way,1210315511
Chợ Phú Định,10.7482348,106.6331981,way,1210468022
Chợ Trâu Quỳ,21.0121178,105.9385273,way,1212720895
Chợ Quan Hoa,21.0346768,105.7999961,way,1213238763
Chợ Phường Thắng Lợi,14.3533637,108.0207521,way,1213847508
Chợ Nghĩa Đô,21.0519642,105.8076723,way,1213883582
Chợ Cầu Giấy,21.0302053,105.8006321,way,1213885337
Nguyen Trai ward market,14.3377468,107.9933039,way,1215282306
Chợ (Không tên),10.7865826,106.7383795,way,1215518808
Chợ (Không tên),10.7867589,106.7384609,way,1215518809
Chợ (Không tên),10.7695322,106.7675621,way,1215596739
Chợ Ngân Sơn,13.3230801,109.213166,way,1222400528
Chợ Bình Nghị,10.3390712,106.6952521,way,1223998539
Chợ Long Thuận,10.3622749,106.6833532,way,1225334670
Chợ Phong Điền,9.9974516,105.6691297,way,1227502287
Chợ (Không tên),21.0315927,105.7851874,way,1229058063
Chợ 337 Dịch Vọng,21.0325499,105.7924739,way,1229058093
Chợ (Không tên),21.2723278,106.099743,way,1230290023
Chợ (Không tên),21.0398071,105.9028028,way,1231344672
Chợ Phổ An,14.8947323,108.9450806,way,1233308971
Chợ Bình Hoà,15.2980184,108.8296927,way,1233447573
Chợ Hoàng Hoa Thám,10.798381,106.6467325,way,1234026253
Chợ Phú Hòa Đông,11.0257294,106.5652893,way,1238464188
Chợ hoa Xuân,14.3650288,108.0172747,way,1241633641
Chợ (Không tên),12.2531473,109.1817968,way,1243113445
Chợ (Không tên),20.2198883,106.1799734,way,1250240974
Chợ Liễu Đề,20.2197272,106.1832993,way,1250241020
Chợ Vàm Market,10.7123075,105.345117,way,1250983170
Chợ Giang Biên,21.0624538,105.9166642,way,1251537938
Chợ (Không tên),12.2384349,109.1805017,way,1253173822
Chợ Vĩnh Tuy,21.0018938,105.871544,way,1253565814
chợ Tân Bùi,11.529796,107.7754748,way,1253658484
Chợ (Không tên),21.0345235,105.7849153,way,1253824080
Chợ (Không tên),22.1786264,104.353796,way,1254450254
Chợ Đồng Xuân,21.0380927,105.8494308,way,1255852379
Chợ Bắc Qua,21.0383428,105.8500567,way,1255852382
Tap hoa,12.2333716,109.1820133,way,1257737950
Chợ Bến Thành,12.2139085,109.1966171,way,1258471548
Chợ (Không tên),12.2670118,109.1621124,way,1261893268
Chợ (Không tên),12.2610241,109.1899682,way,1268183651
Chợ (Không tên),10.2183986,103.9594864,way,1272195377
Chợ Hòa Đa,13.2048167,109.277622,way,1272641239
Chợ Gò Công,10.362051,106.6733809,way,1272643929
Chợ Hải Sản Gành Dầu Phú Quốc,10.3704072,103.8408699,way,1276691661
Chợ Noong Bua,21.3900168,103.0307194,way,1281448736
Chợ Đắk Búk So,12.2079733,107.4608905,way,1283228718
Chợ đầu mối Nam Hà Nội,20.9262842,105.7609852,way,1286768581
Chợ (Không tên),12.2011387,109.2010193,way,1293735025
Chợ Trung tâm Xã Mà Cooih,15.8403329,107.6848966,way,1301066740
Chợ Ngọc Hà,21.0337197,105.831597,way,1301719963
Chợ Mỹ Thành,11.9426222,108.4280714,way,1304439975
Chợ Chi Lăng,11.9551263,108.4689373,way,1308816301
Chợ Liên Hòa,20.8859306,106.4998719,way,1312561147
Chợ (Không tên),10.8600568,106.6014252,way,1313432485
Chợ (Không tên),10.8594125,106.6012711,way,1313432486
Chợ (Không tên),10.8598034,106.6000818,way,1313432491
Chợ (Không tên),10.8600327,106.5999176,way,1313432492
Chợ (Không tên),10.859571,106.5992677,way,1313432493
Chợ (Không tên),10.8591325,106.5991425,way,1313432495
Chợ (Không tên),21.0356943,105.9114584,way,1315451332
Chợ Giang Liễu,21.1608243,106.1269409,way,1324618442
Chợ Choi,18.5380371,105.5085348,way,1325584421
Chợ Nầm,18.5146198,105.4941107,way,1325584434
Chợ Kỳ Đồng,16.069641,108.187075,way,1326219930
Chợ Mới Hòa thuận,16.0502588,108.2176369,way,1326231667
Chợ Nguyễn Tri Phương,16.0425896,108.2119262,way,1326232560
Chợ Hòa Cường,16.0432513,108.2179878,way,1326233277
Chợ Thanh Bình,16.0766735,108.2115102,way,1326234991
Chợ Nam Dương,16.0612799,108.2151828,way,1326236834
Chợ Nại Hiên,16.0595644,108.2223515,way,1326238459
Chợ (Không tên),16.0883096,108.2159348,way,1326266438
Chợ Hòa Khánh,16.0698569,108.1493014,way,1326279033
Chợ Hòa Xuân,16.0061957,108.2146404,way,1326320368
Chợ Non Nước,15.9951476,108.2573177,way,1326324217
Chợ Hà Liễu,21.166521,106.1381606,way,1327241575
Chợ trung tâm huyện Mèo Vạc,23.1644985,105.408744,way,1327813922
Chợ Bò,23.1657742,105.4081317,way,1327813980
Chợ Dương Đông,10.2205444,103.9598007,way,1328291798
Chợ Tam Thuận,16.0714579,108.2053386,way,1330644994
Chợ Phủ,21.1509607,106.1620167,way,1332098958
Chợ Suối Hoa,21.1835957,106.0717848,way,1332748596
Chợ Thuận An,16.054022,108.1835394,way,1332811566
Chợ Phú Bài,16.4102786,107.6798771,way,1340982869
Chợ Rộc,20.9392737,106.825278,way,1342579348
Chợ Phương Liễu,21.1736614,106.106356,way,1343819067
Chợ Làng Diềm,21.2107423,106.0510848,way,1344334773
Wholesale Market,10.293276,105.7690595,way,1347530160
Chợ Ngụ,21.064184,106.2318891,way,1349895596
Продукты,12.2557487,109.1915147,way,1356334930
Chợ (Không tên),11.9425424,108.4364524,way,1356815584
Chợ Tân An,10.5387757,106.4128563,way,1358136062
Chợ Rạch Ông,10.746806,106.6864536,way,1358149660
Chợ (Không tên),9.6705193,106.1570085,way,1360921746
Chợ Thái Phiên,11.9685312,108.4770438,way,1362459080
Chợ Xuân Ổ A,21.1567128,106.0371003,way,1380858784
Chợ (Không tên),12.6706941,109.403559,way,1381066194
Chợ (Không tên),12.2573662,109.099916,way,1382477449
Chợ (Không tên),9.7550665,106.3887477,way,1382920128
Chợ Thủ Thừa,10.6030972,106.4032189,way,1383095117
Chợ (Không tên),22.6676196,106.2475491,way,1384036319
Chợ (Không tên),22.6678523,106.247692,way,1384036320
Chợ Và,21.1311118,106.0744773,way,1384065730
Chợ Thuận An,9.7704273,106.1288584,way,1384317674
Chợ Cầu Quan,9.7668077,106.1333046,way,1384344028
Chợ (Không tên),20.9386422,106.0023899,way,1386605134
Chợ Cầu Kè,9.8723273,106.0560347,way,1387797822
Chợ Càng Long,9.9975976,106.2058937,way,1388252035
Chợ Phước Thọ,10.2372748,105.9588847,way,1388981201
Chợ Bờ Ngoong,13.8079308,108.108867,way,1394479574
Chợ Quán Bàu,18.6976132,105.6739826,way,1396126031
Chợ Vạn Nguyên,10.7280144,106.6325676,way,1396482622
Chợ Phú Trung,10.7737294,106.6431029,way,1396482623
Chợ Xã Chư Sê,13.6913526,108.0777823,way,1396505822
Chợ Trực Tuấn,20.270221,106.2785832,way,1396507644
Chợ Xuân Quế,10.8441307,107.1663913,way,1396538257
Chợ May 10,21.0379637,105.916726,way,1408786497
Chợ Phú Thuận,10.7279255,106.7360307,way,1411361898
Chợ Bảo Lâm,11.6271865,107.8384446,way,1411817931
Chợ (Không tên),11.9700333,108.4283232,way,1413498918
Chợ (Không tên),11.9702833,108.428172,way,1413498919
Chợ (Không tên),11.9699421,108.4279806,way,1413498920
Chợ Bà Bộ,10.0369488,105.7449951,way,1413995254
Chợ (Không tên),11.9547579,108.4290776,way,1414620834
Chợ Hữu Bằng,21.0260266,105.6124603,way,1415191319
Chợ Mỹ Thạch - Xã Chư Sê,13.7232204,108.0611366,way,1416239516
Chợ Cam Lộc,11.9198341,109.1387544,way,1417137086
Chợ Thanh Sơn,11.5704978,108.9924964,way,1417733436
Chợ Ninh Phụng,12.5020819,109.1045242,way,1418330033
Chợ Giáo Mẹo,10.0464973,105.8650847,way,1418962136
Chợ (Không tên),22.338597,103.8515465,way,1419391636
Chợ (Không tên),22.3389954,103.8522753,way,1419391643
Chợ (Không tên),22.5007846,103.9682606,way,1419404324
Chợ Bồ Sơn,21.1699863,106.0645755,way,1420449376
Chợ Trung tâm Hải Hà,21.4497452,107.7492721,way,1421929125
Chợ Trung tâm Hải Hà 2,21.4441558,107.7528856,way,1421929145
Vinh Truong Market,12.2059673,109.2016067,way,1423461009
Chợ Long Châu,10.254177,105.9627693,way,1423785773
Chợ Trường An,10.2644436,105.9325776,way,1423785774
Chợ (Không tên),20.9403081,106.0046177,way,1431081741
Nhà lồng Ts,10.7048457,106.6091794,way,1432234721
Chợ (Không tên),16.4814091,107.5573217,way,1433716326
Chợ (Không tên),16.4812613,107.5902534,way,1433717173
Chợ Vỹ Dạ,16.482899,107.5957453,way,1433717174
Chợ (Không tên),16.4948056,107.5965343,way,1433717175
Chợ Tiến Bào,21.1357303,105.9349688,way,1433740849
Chợ (Không tên),16.4904629,107.6266524,way,1433741179
Cái Chanh,9.9590354,105.7609961,way,1435243084
Chợ (Không tên),20.9558856,105.9884738,way,1435808414
Chợ thôn Đông,21.2261234,105.9386645,way,1435843147
Chợ phiên xã Văn Quan,21.8622828,106.5377423,way,1443839299
Chợ Lộc Quảng,11.6101303,107.813123,way,1446908456
Chợ (Không tên),20.9418155,105.9580309,way,1447896108
Chợ Đồng Tâm,20.9950852,105.8461559,way,1451711146
Cốc Lều B Market,22.5013614,103.9682778,way,1452788356
Cốc Lều A Market,22.5008822,103.9678151,way,1452788357
Chợ du lịch Lào Cai,22.4938737,103.9757127,way,1452901440
Chợ (Không tên),20.9525129,105.9521127,way,1453028467
Chợ Bình Tây,10.7493311,106.6510683,relation,2552505
Chợ Đà Lạt,11.9434245,108.4372121,relation,4119185
Chợ đêm,21.0345923,105.8503955,relation,7112202
Chợ Đêm,9.6050038,105.9767973,relation,9299637
Chợ (Không tên),21.8585762,106.7573158,relation,9964880
Trung tâm Thương mại Bà Rịa,10.4914093,107.1715595,relation,10284358
Chợ cũ Tôn Thất Đạm,10.7719499,106.7029683,relation,11102209
Chợ Hôm,21.0171532,105.8517902,relation,11623141
Chợ Nghi Tân,18.827728,105.7031932,relation,14257268
Chợ Phú Cường,11.0874369,107.1836044,relation,14315652
Chợ Vị Thanh,9.7760935,105.4610005,relation,15416874
Chợ Long Cang mới,10.5707217,106.5152424,relation,15659979
Chợ Phú Quới,10.1625545,105.921397,relation,16114520
Trung tâm thương mại dịch vụ Nghĩa Đô,21.0447858,105.7949172,relation,16437918
Chợ Vĩnh Hải,12.2787934,109.1940776,relation,16755650
Chợ (Không tên),9.1753151,105.1464611,relation,19009866
Chợ Vườn Đào,20.9600435,107.0527791,relation,19047142
Chợ (Không tên),16.5119376,107.5999677,relation,19655796
